locus_tag	ftype	length_bp	gene	EC_number	COG	product
KAGFDIAF_01241	CDS	1077	glpQ	3.1.4.46	COG0584	Glycerophosphodiester phosphodiesterase, periplasmic
KAGFDIAF_01242	CDS	207				hypothetical protein
KAGFDIAF_01243	CDS	651	inaA			Protein InaA
KAGFDIAF_01244	CDS	255				hypothetical protein
KAGFDIAF_01245	CDS	1131	nrdB	1.17.4.1	COG0208	Ribonucleoside-diphosphate reductase 1 subunit beta
KAGFDIAF_01246	CDS	2286	nrdA	1.17.4.1	COG0209	Ribonucleoside-diphosphate reductase 1 subunit alpha
KAGFDIAF_01247	CDS	939	hdfR_1			HTH-type transcriptional regulator HdfR
KAGFDIAF_01248	CDS	165				hypothetical protein
KAGFDIAF_01249	CDS	444	ndhC	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit 3
KAGFDIAF_01250	CDS	663	nuoB	7.1.1.-	COG0377	NADH-quinone oxidoreductase subunit B
KAGFDIAF_01251	CDS	1803	nuoC	7.1.1.-	COG0649	NADH-quinone oxidoreductase subunit C/D
KAGFDIAF_01252	CDS	501	nuoE	7.1.1.-	COG1905	NADH-quinone oxidoreductase subunit E
KAGFDIAF_01253	CDS	1338	nuoF	7.1.1.-	COG1894	NADH-quinone oxidoreductase subunit F
KAGFDIAF_01254	CDS	2727	nuoG	7.1.1.-	COG1034	NADH-quinone oxidoreductase subunit G
KAGFDIAF_01255	CDS	978	nuoH	7.1.1.-	COG1005	NADH-quinone oxidoreductase subunit H
KAGFDIAF_01256	CDS	543	nuoI	7.1.1.-	COG1143	NADH-quinone oxidoreductase subunit I
KAGFDIAF_01257	CDS	555	nuoJ	7.1.1.-	COG0839	NADH-quinone oxidoreductase subunit J
KAGFDIAF_01258	CDS	303	nuoK	7.1.1.-	COG0713	NADH-quinone oxidoreductase subunit K
KAGFDIAF_01259	CDS	1842	nuoL	7.1.1.-	COG1009	NADH-quinone oxidoreductase subunit L
KAGFDIAF_01260	CDS	1530	nuoM	7.1.1.-	COG1008	NADH-quinone oxidoreductase subunit M
KAGFDIAF_01261	CDS	1458	nuoN	7.1.1.-	COG1007	NADH-quinone oxidoreductase subunit N
KAGFDIAF_01262	CDS	840				IS3 family transposase ISEcB1
KAGFDIAF_01263	CDS	522				IS3 family transposase ISEcB1
KAGFDIAF_01264	CDS	504	yfbM			Protein YfbM
KAGFDIAF_01265	CDS	579				hypothetical protein
KAGFDIAF_01266	CDS	330	zapA		COG3027	Cell division protein ZapA
KAGFDIAF_01267	CDS	603	ygfA	6.3.3.2	COG0212	5-formyltetrahydrofolate cyclo-ligase
KAGFDIAF_01268	CDS	1233	serA	1.1.1.95	COG0111	D-3-phosphoglycerate dehydrogenase
KAGFDIAF_01269	CDS	660	rpiA	5.3.1.6	COG0120	Ribose-5-phosphate isomerase A
KAGFDIAF_01270	CDS	231				hypothetical protein
KAGFDIAF_01271	CDS	894	argP		COG0583	HTH-type transcriptional regulator ArgP
KAGFDIAF_01272	CDS	2145	scpA	5.4.99.2	COG1884	Methylmalonyl-CoA mutase
KAGFDIAF_01273	CDS	996	argK	3.6.5.-	COG1703	GTPase ArgK
KAGFDIAF_01274	CDS	786	scpB	4.1.1.-	COG1024	Methylmalonyl-CoA decarboxylase
KAGFDIAF_01275	CDS	1479	scpC	2.8.3.-	COG0427	Propionyl-CoA:succinate CoA transferase
KAGFDIAF_01276	CDS	897	cynR_1			HTH-type transcriptional regulator CynR
KAGFDIAF_01277	CDS	741			COG2968	26 kDa periplasmic immunogenic protein
KAGFDIAF_01278	CDS	636	argO		COG1279	Arginine exporter protein ArgO
KAGFDIAF_01279	CDS	861	mscS		COG0668	Small-conductance mechanosensitive channel
KAGFDIAF_01280	CDS	1080	fbaA	4.1.2.13	COG0191	Fructose-bisphosphate aldolase class 2
KAGFDIAF_01281	CDS	1164	pgk	2.7.2.3	COG0126	Phosphoglycerate kinase
KAGFDIAF_01282	CDS	1020	epd	1.2.1.72	COG0057	D-erythrose-4-phosphate dehydrogenase
KAGFDIAF_01283	CDS	1287	uvrC		COG0322	UvrABC system protein C
KAGFDIAF_01284	CDS	549	pgsA	2.7.8.5	COG0558	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase
KAGFDIAF_01285	tRNA	76				tRNA-Gly(gcc)
KAGFDIAF_01286	CDS	1140	queG	1.17.99.6	COG1600	Epoxyqueuosine reductase
KAGFDIAF_01287	CDS	1533	nnr		COG0062	Bifunctional NAD(P)H-hydrate repair enzyme Nnr
KAGFDIAF_01288	CDS	462	tsaE		COG0802	tRNA threonylcarbamoyladenosine biosynthesis protein TsaE
KAGFDIAF_01289	CDS	1338	amiB	3.5.1.28	COG0860	N-acetylmuramoyl-L-alanine amidase AmiB
KAGFDIAF_01290	CDS	1848	mutL		COG0323	DNA mismatch repair protein MutL
KAGFDIAF_01291	CDS	951	miaA	2.5.1.75	COG0324	tRNA dimethylallyltransferase
KAGFDIAF_01292	CDS	309	hfq		COG1923	RNA-binding protein Hfq
KAGFDIAF_01293	CDS	1281	hflX		COG2262	GTPase HflX
KAGFDIAF_01294	CDS	1260	hflK		COG0330	Modulator of FtsH protease HflK
KAGFDIAF_01295	CDS	1005	hflC		COG0330	Modulator of FtsH protease HflC
KAGFDIAF_01296	CDS	198				hypothetical protein
KAGFDIAF_01297	CDS	1299	purA	6.3.4.4	COG0104	Adenylosuccinate synthetase
KAGFDIAF_01298	CDS	426	nsrR		COG1959	HTH-type transcriptional repressor NsrR
KAGFDIAF_01299	CDS	2442	rnr	3.1.13.1	COG0557	Ribonuclease R
KAGFDIAF_01300	CDS	732	rlmB	2.1.1.185	COG0566	23S rRNA (guanosine-2'-O-)-methyltransferase RlmB
KAGFDIAF_01301	CDS	1104	proB	2.7.2.11	COG0263	Glutamate 5-kinase
KAGFDIAF_01302	CDS	1254	proA	1.2.1.41	COG0014	Gamma-glutamyl phosphate reductase
KAGFDIAF_01303	tRNA	76				tRNA-Thr(cgt)
KAGFDIAF_01304	CDS	411				hypothetical protein
KAGFDIAF_01305	CDS	957	paoD		COG1975	Molybdenum cofactor insertion chaperone PaoD
KAGFDIAF_01306	CDS	2199	paoC	1.2.99.6	COG1529	Aldehyde oxidoreductase molybdenum-binding subunit PaoC
KAGFDIAF_01307	CDS	957	paoB	1.2.99.6	COG1319	Aldehyde oxidoreductase FAD-binding subunit PaoB
KAGFDIAF_01308	CDS	690	paoA	1.2.99.6	COG2080	Aldehyde oxidoreductase iron-sulfur-binding subunit PaoA
KAGFDIAF_01309	CDS	615	yagU		COG3477	Inner membrane protein YagU
KAGFDIAF_01310	CDS	711	ecpE			putative fimbrial chaperone EcpE
KAGFDIAF_01311	CDS	1644	ecpD			Fimbria adhesin EcpD
KAGFDIAF_01312	CDS	2526	ecpC			putative outer membrane usher protein EcpC
KAGFDIAF_01313	CDS	669	ecpB			putative fimbrial chaperone EcpB
KAGFDIAF_01314	CDS	636	ecpA			Common pilus major fimbrillin subunit EcpA
KAGFDIAF_01315	CDS	543	ecpR			HTH-type transcriptional regulator EcpR
KAGFDIAF_01316	CDS	141	ykgO		COG0257	50S ribosomal protein L36 2
KAGFDIAF_01317	CDS	267	ykgM		COG0254	50S ribosomal protein L31 type B
KAGFDIAF_01318	CDS	102	ykgR			putative membrane protein YkgR
KAGFDIAF_01319	CDS	537	bcsQ			Cellulose biosynthesis protein BcsQ
KAGFDIAF_01320	CDS	2619	bcsA	2.4.1.12	COG1215	Cellulose synthase catalytic subunit [UDP-forming]
KAGFDIAF_01321	CDS	2304	bcsB			Cyclic di-GMP-binding protein
KAGFDIAF_01322	CDS	1107	bcsZ	3.2.1.4	COG3405	Endoglucanase
KAGFDIAF_01323	CDS	3474	bcsC		COG0457	Cellulose synthase operon protein C
KAGFDIAF_01324	CDS	1950	pdeK	3.1.4.52		putative cyclic di-GMP phosphodiesterase PdeK
KAGFDIAF_01325	CDS	1287	dctA		COG1301	Aerobic C4-dicarboxylate transport protein
KAGFDIAF_01326	CDS	1497	yhjJ		COG0612	Protein YhjJ
KAGFDIAF_01327	CDS	930	kdgK_1	2.7.1.45		2-dehydro-3-deoxygluconokinase
KAGFDIAF_01328	CDS	768	pdeH	3.1.4.52		Cyclic di-GMP phosphodiesterase PdeH
KAGFDIAF_01329	CDS	537				hypothetical protein
KAGFDIAF_01330	CDS	357				hypothetical protein
KAGFDIAF_01331	CDS	300	ydiM_1			Inner membrane transport protein YdiM
KAGFDIAF_01332	CDS	855	ydiM_2			Inner membrane transport protein YdiM
KAGFDIAF_01333	CDS	1266	ydiN			Inner membrane transport protein YdiN
KAGFDIAF_01334	CDS	867	ydiB	1.1.1.282	COG0169	Quinate/shikimate dehydrogenase
KAGFDIAF_01335	CDS	759	aroD	4.2.1.10		3-dehydroquinate dehydratase
KAGFDIAF_01336	CDS	1596	ydiF_1	2.8.3.8	COG4670	Acetate CoA-transferase YdiF
KAGFDIAF_01337	CDS	1152	caiA_1	1.3.8.13	COG1960	Crotonobetainyl-CoA reductase
KAGFDIAF_01338	CDS	912	rhaS_4			HTH-type transcriptional activator RhaS
KAGFDIAF_01339	CDS	765	fixA_2		COG2086	Protein FixA
KAGFDIAF_01340	CDS	939	fixB_2		COG2025	Protein FixB
KAGFDIAF_01341	CDS	1290	dadA_1	1.4.99.-		D-amino acid dehydrogenase
KAGFDIAF_01342	CDS	294	fixX_2		COG2440	Ferredoxin-like protein FixX
KAGFDIAF_01343	CDS	1647	fadK	6.2.1.-	COG0318	Medium-chain fatty-acid--CoA ligase
KAGFDIAF_01344	CDS	2379	ppsA	2.7.9.2	COG0574	Phosphoenolpyruvate synthase
KAGFDIAF_01345	CDS	834	ppsR	2.7.11.33	COG1806	Phosphoenolpyruvate synthase regulatory protein
KAGFDIAF_01346	CDS	1047	aroH	2.5.1.54	COG0722	Phospho-2-dehydro-3-deoxyheptonate aldolase, Trp-sensitive
KAGFDIAF_01347	CDS	837	bglG		COG3711	Cryptic beta-glucoside bgl operon antiterminator
KAGFDIAF_01348	CDS	1878	bglF_2		COG1263	PTS system beta-glucoside-specific EIIBCA component
KAGFDIAF_01349	CDS	1395	bglB	3.2.1.86	COG2723	6-phospho-beta-glucosidase BglB
KAGFDIAF_01350	CDS	1617	bglH_2		COG4580	Cryptic outer membrane porin BglH
KAGFDIAF_01351	CDS	1170	axe1-6A		COG2382	Carbohydrate acetyl esterase/feruloyl esterase
KAGFDIAF_01352	CDS	723	gamA	3.5.99.6	COG0363	putative glucosamine-6-phosphate deaminase 2
KAGFDIAF_01353	CDS	588				hypothetical protein
KAGFDIAF_01354	CDS	474	cbrB			Inner membrane protein CbrB
KAGFDIAF_01355	CDS	666	yieH	3.1.3.-	COG0637	6-phosphogluconate phosphatase
KAGFDIAF_01356	CDS	1338	adeP		COG2252	Adenine permease AdeP
KAGFDIAF_01357	CDS	567	chrR	1.6.5.2	COG0431	Quinone reductase
KAGFDIAF_01358	CDS	750				hypothetical protein
KAGFDIAF_01359	CDS	960	yidZ			HTH-type transcriptional regulator YidZ
KAGFDIAF_01360	CDS	1176	mdtL			Multidrug resistance protein MdtL
KAGFDIAF_01361	CDS	1248	tnaB		COG0814	Low affinity tryptophan permease
KAGFDIAF_01362	CDS	1416	tnaA	4.1.99.1	COG3033	Tryptophanase
KAGFDIAF_01363	CDS	657	tesA	3.1.2.2	COG2755	Thioesterase 1/protease 1/lysophospholipase L1
KAGFDIAF_01364	CDS	771				hypothetical protein
KAGFDIAF_01365	CDS	855	cnoX		COG3118	Chaperedoxin
KAGFDIAF_01366	CDS	780	fetB		COG0390	putative iron export permease protein FetB
KAGFDIAF_01367	CDS	678	fetA	3.6.3.-	COG4619	putative iron export ATP-binding protein FetA
KAGFDIAF_01368	CDS	918	qmcA		COG0330	Protein QmcA
KAGFDIAF_01369	CDS	459	ybbJ		COG1585	Inner membrane protein YbbJ
KAGFDIAF_01370	CDS	408	cueR		COG0789	HTH-type transcriptional regulator CueR
KAGFDIAF_01371	CDS	1293	ybaT		COG0531	Inner membrane transport protein YbaT
KAGFDIAF_01372	CDS	933	glsA1	3.5.1.2	COG2066	Glutaminase 1
KAGFDIAF_01373	CDS	2505	copA	7.2.2.8	COG2217	Copper-exporting P-type ATPase
KAGFDIAF_01374	CDS	342	ybaQ		COG3093	putative HTH-type transcriptional regulator YbaQ
KAGFDIAF_01375	CDS	795				hypothetical protein
KAGFDIAF_01376	CDS	480	ybaK	4.2.-.-	COG2606	Cys-tRNA(Pro)/Cys-tRNA(Cys) deacylase YbaK
KAGFDIAF_01377	CDS	1653	ushA		COG0737	Protein UshA
KAGFDIAF_01378	CDS	1221	fsr			Fosmidomycin resistance protein
KAGFDIAF_01379	CDS	489	ybjO			Inner membrane protein YbjO
KAGFDIAF_01380	CDS	846	ydcV_1			Inner membrane ABC transporter permease protein YdcV
KAGFDIAF_01381	CDS	954	potH		COG1176	Putrescine transport system permease protein PotH
KAGFDIAF_01382	CDS	1134	potA_1	7.6.2.11	COG3842	Spermidine/putrescine import ATP-binding protein PotA
KAGFDIAF_01383	CDS	1113	potF		COG0687	Putrescine-binding periplasmic protein
KAGFDIAF_01384	CDS	477	ybjN			putative protein YbjN
KAGFDIAF_01385	CDS	903	rimK	6.3.2.-	COG0189	Ribosomal protein S6--L-glutamate ligase
KAGFDIAF_01386	CDS	723	nfsA	1.-.-.-	COG0778	Oxygen-insensitive NADPH nitroreductase
KAGFDIAF_01387	CDS	288				hypothetical protein
KAGFDIAF_01388	CDS	258	grxA		COG0695	Glutaredoxin 1
KAGFDIAF_01389	CDS	378	ybjM			Inner membrane protein YbjM
KAGFDIAF_01390	CDS	1686	aspT_2			Aspartate/alanine antiporter
KAGFDIAF_01391	CDS	219				hypothetical protein
KAGFDIAF_01392	CDS	369				hypothetical protein
KAGFDIAF_01393	CDS	276	hin		COG1961	DNA-invertase hin
KAGFDIAF_01394	CDS	540				hypothetical protein
KAGFDIAF_01395	CDS	603	tfaE			Prophage tail fiber assembly protein TfaE
KAGFDIAF_01396	CDS	438				hypothetical protein
KAGFDIAF_01397	CDS	1623				hypothetical protein
KAGFDIAF_01398	CDS	606				hypothetical protein
KAGFDIAF_01399	CDS	909				hypothetical protein
KAGFDIAF_01400	CDS	360				hypothetical protein
KAGFDIAF_01401	CDS	579				hypothetical protein
KAGFDIAF_01402	CDS	285				hypothetical protein
KAGFDIAF_01403	CDS	1743	ggt	3.4.19.13	COG0405	Glutathione hydrolase proenzyme
KAGFDIAF_01404	CDS	441	yhhA			putative protein YhhA
KAGFDIAF_01405	CDS	744	ugpQ	3.1.4.46	COG0584	Glycerophosphodiester phosphodiesterase, cytoplasmic
KAGFDIAF_01406	CDS	1071	ugpC	7.6.2.10	COG3839	sn-glycerol-3-phosphate import ATP-binding protein UgpC
KAGFDIAF_01407	CDS	846				hypothetical protein
KAGFDIAF_01408	CDS	888	ugpA		COG1175	sn-glycerol-3-phosphate transport system permease protein UgpA
KAGFDIAF_01409	CDS	1317	ugpB		COG1653	sn-glycerol-3-phosphate-binding periplasmic protein UgpB
KAGFDIAF_01410	CDS	714	livF		COG0410	High-affinity branched-chain amino acid transport ATP-binding protein LivF
KAGFDIAF_01411	CDS	768	lptB_2	3.6.3.-	COG1137	Lipopolysaccharide export system ATP-binding protein LptB
KAGFDIAF_01412	CDS	1278				hypothetical protein
KAGFDIAF_01413	CDS	927	livH		COG0559	High-affinity branched-chain amino acid transport system permease protein LivH
KAGFDIAF_01414	CDS	1110	livK		COG0683	Leucine-specific-binding protein
KAGFDIAF_01415	CDS	384	panZ			PanD regulatory factor
KAGFDIAF_01416	CDS	1104	livJ		COG0683	Leu/Ile/Val-binding protein
KAGFDIAF_01417	CDS	855	rpoH		COG0568	RNA polymerase sigma factor RpoH
KAGFDIAF_01418	CDS	1059	ftsX		COG2177	Cell division protein FtsX
KAGFDIAF_01419	CDS	582	ftsE		COG2884	Cell division ATP-binding protein FtsE
KAGFDIAF_01420	CDS	441	nagK_2	2.7.1.59	COG1940	N-acetyl-D-glucosamine kinase
KAGFDIAF_01421	CDS	840	cobB	2.3.1.286	COG0846	NAD-dependent protein deacylase
KAGFDIAF_01422	CDS	789	ycfZ			Inner membrane protein YcfZ
KAGFDIAF_01423	CDS	408	ymfA			Inner membrane protein YmfA
KAGFDIAF_01424	CDS	1047	potD		COG0687	Spermidine/putrescine-binding periplasmic protein
KAGFDIAF_01425	CDS	795	ydcV_2			Inner membrane ABC transporter permease protein YdcV
KAGFDIAF_01426	CDS	858	potB		COG1176	Spermidine/putrescine transport system permease protein PotB
KAGFDIAF_01427	CDS	1137	potA_2	7.6.2.11	COG3842	Spermidine/putrescine import ATP-binding protein PotA
KAGFDIAF_01428	CDS	1227	pepT	3.4.11.4	COG2195	Peptidase T
KAGFDIAF_01429	CDS	1122	roxA	1.14.11.47	COG2850	50S ribosomal protein L16 3-hydroxylase
KAGFDIAF_01430	CDS	1461	phoQ	2.7.13.3	COG0642	Sensor protein PhoQ
KAGFDIAF_01431	CDS	672	phoP			Transcriptional regulatory protein PhoP
KAGFDIAF_01432	CDS	1371	purB	4.3.2.2	COG0015	Adenylosuccinate lyase
KAGFDIAF_01433	CDS	642	hflD		COG2915	High frequency lysogenization protein HflD
KAGFDIAF_01434	CDS	1107	mnmA	2.8.1.13	COG0482	tRNA-specific 2-thiouridylase MnmA
KAGFDIAF_01435	CDS	462	nudJ	3.6.1.-	COG0494	Phosphatase NudJ
KAGFDIAF_01436	CDS	654	rluE	5.4.99.20	COG1187	Ribosomal large subunit pseudouridine synthase E
KAGFDIAF_01437	CDS	1251	icd	1.1.1.42	COG0538	Isocitrate dehydrogenase [NADP]
KAGFDIAF_01438	CDS	1698	maeA	1.1.1.38	COG0281	NAD-dependent malic enzyme
KAGFDIAF_01439	CDS	138	sra			Stationary-phase-induced ribosome-associated protein
KAGFDIAF_01440	CDS	216	bdm			Protein bdm
KAGFDIAF_01441	CDS	432	osmC	1.11.1.15	COG1764	Peroxiredoxin OsmC
KAGFDIAF_01442	CDS	927	ddpF		COG1124	putative D,D-dipeptide transport ATP-binding protein DdpF
KAGFDIAF_01443	CDS	987	ddpD		COG0444	putative D,D-dipeptide transport ATP-binding protein DdpD
KAGFDIAF_01444	CDS	897	ddpC		COG1173	putative D,D-dipeptide transport system permease protein DdpC
KAGFDIAF_01445	CDS	1023	ddpB		COG0601	putative D,D-dipeptide transport system permease protein DdpB
KAGFDIAF_01446	CDS	1551	ddpA		COG0747	putative D,D-dipeptide-binding periplasmic protein DdpA
KAGFDIAF_01447	CDS	582	ddpX	3.4.13.22	COG2173	D-alanyl-D-alanine dipeptidase
KAGFDIAF_01448	CDS	2400	dosP	3.1.4.52	COG2199	Oxygen sensor protein DosP
KAGFDIAF_01449	CDS	1383	dosC	2.7.7.65		Diguanylate cyclase DosC
KAGFDIAF_01450	CDS	1320				hypothetical protein
KAGFDIAF_01451	CDS	1536	gadC		COG0531	putative glutamate/gamma-aminobutyrate antiporter
KAGFDIAF_01452	CDS	486	spy		COG3678	Periplasmic chaperone Spy
KAGFDIAF_01453	CDS	969	astE	3.5.1.96	COG2988	Succinylglutamate desuccinylase
KAGFDIAF_01454	CDS	1344	astB	3.5.3.23	COG3724	N-succinylarginine dihydrolase
KAGFDIAF_01455	CDS	1479	astD	1.2.1.71	COG1012	N-succinylglutamate 5-semialdehyde dehydrogenase
KAGFDIAF_01456	CDS	1035	astA	2.3.1.109	COG3138	Arginine N-succinyltransferase
KAGFDIAF_01457	CDS	1221	astC	2.6.1.81	COG4992	Succinylornithine transaminase
KAGFDIAF_01458	CDS	807	xthA	3.1.11.2	COG0708	Exodeoxyribonuclease III
KAGFDIAF_01459	CDS	711	ydjZ_1		COG0398	TVP38/TMEM64 family inner membrane protein YdjZ
KAGFDIAF_01460	CDS	618				hypothetical protein
KAGFDIAF_01461	CDS	708	ydjZ_2		COG0398	TVP38/TMEM64 family inner membrane protein YdjZ
KAGFDIAF_01462	CDS	549				hypothetical protein
KAGFDIAF_01463	CDS	1167	ynjB		COG4134	Protein YnjB
KAGFDIAF_01464	CDS	1536	ynjC		COG4135	Inner membrane ABC transporter permease protein YnjC
KAGFDIAF_01465	CDS	654	fbpC2	7.2.2.7	COG3842	Fe(3+) ions import ATP-binding protein FbpC 2
KAGFDIAF_01466	CDS	1308	ynjE	2.8.1.1	COG2897	Thiosulfate sulfurtransferase YnjE
KAGFDIAF_01467	CDS	621	ynjF		COG0558	Inner membrane protein YnjF
KAGFDIAF_01468	CDS	408	nudG	3.6.1.65	COG0494	CTP pyrophosphohydrolase
KAGFDIAF_01469	CDS	273				hypothetical protein
KAGFDIAF_01470	CDS	162				hypothetical protein
KAGFDIAF_01471	CDS	1407	gnd	1.1.1.44	COG0362	6-phosphogluconate dehydrogenase, decarboxylating
KAGFDIAF_01472	CDS	1167	ugd	1.1.1.22	COG1004	UDP-glucose 6-dehydrogenase
KAGFDIAF_01473	CDS	981	wzzB		COG3765	Chain length determinant protein
KAGFDIAF_01474	CDS	612	hisI	3.5.4.19		Histidine biosynthesis bifunctional protein HisIE
KAGFDIAF_01475	CDS	777	hisF	4.3.2.10	COG0107	Imidazole glycerol phosphate synthase subunit HisF
KAGFDIAF_01476	CDS	738	hisA	5.3.1.16	COG0106	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase
KAGFDIAF_01477	CDS	591	hisH	4.3.2.10	COG0118	Imidazole glycerol phosphate synthase subunit HisH
KAGFDIAF_01478	CDS	1068	hisB		COG0131	Histidine biosynthesis bifunctional protein HisB
KAGFDIAF_01479	CDS	1071	hisC	2.6.1.9	COG0079	Histidinol-phosphate aminotransferase
KAGFDIAF_01480	CDS	1305	hisD	1.1.1.23	COG0141	Histidinol dehydrogenase
KAGFDIAF_01481	CDS	900	hisG	2.4.2.17	COG0040	ATP phosphoribosyltransferase
KAGFDIAF_01482	CDS	825	yeeZ		COG0451	Protein YeeZ
KAGFDIAF_01483	CDS	951	yhaJ_1			HTH-type transcriptional regulator YhaJ
KAGFDIAF_01484	CDS	1359	plaP		COG0531	Low-affinity putrescine importer PlaP
KAGFDIAF_01485	CDS	1059				hypothetical protein
KAGFDIAF_01486	CDS	228	yeeD		COG0425	Putative sulfur carrier protein YeeD
KAGFDIAF_01487	CDS	342	sbcB	3.1.11.1	COG2925	Exodeoxyribonuclease I
KAGFDIAF_01488	CDS	822	tdh_3	1.1.1.103	COG1063	L-threonine 3-dehydrogenase
KAGFDIAF_01489	CDS	1035	arnC_1	2.4.2.53		Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
KAGFDIAF_01490	CDS	960				hypothetical protein
KAGFDIAF_01491	CDS	1260	envC		COG4942	Murein hydrolase activator EnvC
KAGFDIAF_01492	CDS	1545	gpmI	5.4.2.12	COG0696	2,3-bisphosphoglycerate-independent phosphoglycerate mutase
KAGFDIAF_01493	CDS	432	yibN		COG0607	putative protein YibN
KAGFDIAF_01494	CDS	252	grxC		COG0695	Glutaredoxin 3
KAGFDIAF_01495	CDS	468	secB		COG1952	Protein-export protein SecB
KAGFDIAF_01496	CDS	1020	gpsA	1.1.1.94	COG0240	Glycerol-3-phosphate dehydrogenase [NAD(P)+]
KAGFDIAF_01497	CDS	822	cysE_1	2.3.1.30	COG1045	Serine acetyltransferase
KAGFDIAF_01498	CDS	474	trmL	2.1.1.207	COG0219	tRNA (cytidine(34)-2'-O)-methyltransferase
KAGFDIAF_01499	CDS	1191	lldD	1.1.-.-	COG1304	L-lactate dehydrogenase
KAGFDIAF_01500	CDS	777	lldR_2		COG2186	Putative L-lactate dehydrogenase operon regulatory protein
KAGFDIAF_01501	CDS	1656	lldP		COG1620	L-lactate permease
KAGFDIAF_01502	CDS	2973	ehaG		COG5295	Autotransporter adhesin EhaG
KAGFDIAF_01503	CDS	756	flgF		COG4787	Flagellar basal-body rod protein FlgF
KAGFDIAF_01504	CDS	1206	flgE		COG1749	Flagellar hook protein FlgE
KAGFDIAF_01505	CDS	696	flgD		COG1843	Basal-body rod modification protein FlgD
KAGFDIAF_01506	CDS	405	flgC		COG1558	Flagellar basal-body rod protein FlgC
KAGFDIAF_01507	CDS	417	flgB		COG1815	Flagellar basal body rod protein FlgB
KAGFDIAF_01508	CDS	660	flgA		COG1261	Flagella basal body P-ring formation protein FlgA
KAGFDIAF_01509	CDS	294	flgM		COG2747	Negative regulator of flagellin synthesis
KAGFDIAF_01510	CDS	417	flgN		COG3418	Flagella synthesis protein FlgN
KAGFDIAF_01511	CDS	1536	murJ		COG0728	Lipid II flippase MurJ
KAGFDIAF_01512	CDS	924	yceM	1.-.-.-	COG0673	Putative oxidoreductase YceM
KAGFDIAF_01513	CDS	648				hypothetical protein
KAGFDIAF_01514	CDS	585	rimJ	2.3.1.267	COG1670	[Ribosomal protein S5]-alanine N-acetyltransferase
KAGFDIAF_01515	CDS	1209	mdtH			Multidrug resistance protein MdtH
KAGFDIAF_01516	CDS	648	grxB		COG2999	Glutaredoxin 2
KAGFDIAF_01517	CDS	561	yceB			putative lipoprotein YceB
KAGFDIAF_01518	CDS	1047	pyrC	3.5.2.3	COG0418	Dihydroorotase
KAGFDIAF_01519	CDS	246	dinI			DNA damage-inducible protein I
KAGFDIAF_01520	CDS	258	bssS			Biofilm regulator BssS
KAGFDIAF_01521	CDS	1119	solA	1.5.3.-	COG0665	N-methyl-L-tryptophan oxidase
KAGFDIAF_01522	CDS	114	yceO			putative protein YceO
KAGFDIAF_01523	CDS	567	yceJ		COG3038	Cytochrome b561 
KAGFDIAF_01524	CDS	576	yceI		COG2353	Protein YceI
KAGFDIAF_01525	CDS	453	rimP		COG0779	Ribosome maturation factor RimP
KAGFDIAF_01526	CDS	1488	nusA		COG0195	Transcription termination/antitermination protein NusA
KAGFDIAF_01527	CDS	2673	infB		COG0532	Translation initiation factor IF-2
KAGFDIAF_01528	CDS	402	rbfA		COG0858	30S ribosome-binding factor
KAGFDIAF_01529	CDS	945	truB	5.4.99.25	COG0130	tRNA pseudouridine synthase B
KAGFDIAF_01530	CDS	270	rpsO		COG0184	30S ribosomal protein S15
KAGFDIAF_01531	CDS	2136	pnp	2.7.7.8	COG1185	Polyribonucleotide nucleotidyltransferase
KAGFDIAF_01532	CDS	885	nlpI		COG4785	Lipoprotein NlpI
KAGFDIAF_01533	CDS	1890	deaD	3.6.4.13	COG0513	ATP-dependent RNA helicase DeaD
KAGFDIAF_01534	CDS	1245	mtr		COG0814	Tryptophan-specific transport protein
KAGFDIAF_01535	CDS	1008				hypothetical protein
KAGFDIAF_01536	CDS	879				hypothetical protein
KAGFDIAF_01537	CDS	996	yhbU	3.4.-.-	COG0826	putative protease YhbU
KAGFDIAF_01538	CDS	204				hypothetical protein
KAGFDIAF_01539	CDS	1158	cdaR		COG3835	Carbohydrate diacid regulator
KAGFDIAF_01540	CDS	1425	degP	3.4.21.107	COG0265	Periplasmic serine endoprotease DegP
KAGFDIAF_01541	CDS	1518	dgt	3.1.5.1	COG0232	Deoxyguanosinetriphosphate triphosphohydrolase
KAGFDIAF_01542	CDS	699	mtnN	3.2.2.9	COG0775	5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase
KAGFDIAF_01543	CDS	801	btuF		COG0614	Vitamin B12-binding protein
KAGFDIAF_01544	CDS	624				hypothetical protein
KAGFDIAF_01545	CDS	345	erpA		COG0316	Iron-sulfur cluster insertion protein ErpA
KAGFDIAF_01546	CDS	1422	clcA			H(+)/Cl(-) exchange transporter ClcA
KAGFDIAF_01547	CDS	1281	hemL	5.4.3.8	COG0001	Glutamate-1-semialdehyde 2,1-aminomutase
KAGFDIAF_01548	CDS	1983	fhuB		COG0609	Iron(3+)-hydroxamate import system permease protein FhuB
